SampleName,Clone name,Data type,Run,Experiment,BioSample,SampleSource,Tree ID,Refcode,BioProject,Repository,Fastq,Focus of study,Notes,Analysis
ABC007,ABC 7,genomic,SRR14743713 NCBI ENA,SRX11078409,SAMN19549103,"AGROSAVIA, Colombia",,OSO20A,,,,,,
C58,C 58 [COL],genomic,SRR14743712 NCBI ENA,SRX11078410,SAMN19549104,"AGROSAVIA, Colombia",,OSO20A,,,,,,
CAP34,CAP 34,genomic,SRR14743711 NCBI ENA,SRX11078411,SAMN19549105,"AGROSAVIA, Colombia",,OSO20A,,,,,,
CATONGO,CATONGO,genomic,SRR14743710 NCBI ENA,SRX11078412,SAMN19549106,"AGROSAVIA, Colombia",,OSO20A,,,,,,
CCN51,CCN 51,genomic,SRR14743709 NCBI ENA,SRX11078413,SAMN19549107,"AGROSAVIA, Colombia",,OSO20A,,,,,,
CHOCO774,CHOCO774,genomic,SRR14743708 NCBI ENA,SRX11078414,SAMN19549108,"AGROSAVIA, Colombia",,OSO20A,,,,,,
CHOCOLATE,CHOCOLATE 1,genomic,SRR14743707 NCBI ENA,SRX11078415,SAMN19549109,"AGROSAVIA, Colombia",,OSO20A,,,,,,
CHOCOLATE2,CHOCOLATE 2,genomic,SRR14743706 NCBI ENA,SRX11078416,SAMN19549110,"AGROSAVIA, Colombia",,OSO20A,,,,,,
CHOCOLATE4,CHOCOLATE 4,genomic,SRR14743705 NCBI ENA,SRX11078417,SAMN19549111,"AGROSAVIA, Colombia",,OSO20A,,,,,,
CR1,CR 1 [COL],genomic,SRR14743703 NCBI ENA,SRX11078419,SAMN19549112,"AGROSAVIA, Colombia",,OSO20A,,,,,,
CR11,CR 11 [COL],genomic,SRR14743702 NCBI ENA,SRX11078420,SAMN19549113,"AGROSAVIA, Colombia",,OSO20A,,,,,,
CR35,CR 35 [COL],genomic,SRR14743701 NCBI ENA,SRX11078421,SAMN19549114,"AGROSAVIA, Colombia",,OSO20A,,,,,,
CR38,CR 38 [COL],genomic,SRR14743700 NCBI ENA,SRX11078422,SAMN19549115,"AGROSAVIA, Colombia",,OSO20A,,,,,,
CR43,CR 43 [COL],genomic,SRR14743699 NCBI ENA,SRX11078423,SAMN19549116,"AGROSAVIA, Colombia",,OSO20A,,,,,,
CRICF13,CRICF 13,genomic,SRR14743698 NCBI ENA,SRX11078424,SAMN19549117,"AGROSAVIA, Colombia",,OSO20A,,,,,,
CRICF16,CRICF 16,genomic,SRR14743697 NCBI ENA,SRX11078425,SAMN19549118,"AGROSAVIA, Colombia",,OSO20A,,,,,,
DON-DIEGO,DON-DIEGO,genomic,SRR14743696 NCBI ENA,SRX11078426,SAMN19549119,"AGROSAVIA, Colombia",,OSO20A,,,,,,
EBC06,EBC 6,genomic,SRR14743695 NCBI ENA,SRX11078427,SAMN19549120,"AGROSAVIA, Colombia",,OSO20A,,,,,,
EBC09,EBC 9,genomic,SRR14743694 NCBI ENA,SRX11078428,SAMN19549121,"AGROSAVIA, Colombia",,OSO20A,,,,,,
EBC119,EBC 119,genomic,SRR14743692 NCBI ENA,SRX11078430,SAMN19549122,"AGROSAVIA, Colombia",,OSO20A,,,,,,
EBC143,EBC 143,genomic,SRR14743691 NCBI ENA,SRX11078431,SAMN19549123,"AGROSAVIA, Colombia",,OSO20A,,,,,,
EBC148,EBC 148,genomic,SRR14743690 NCBI ENA,SRX11078432,SAMN19549124,"AGROSAVIA, Colombia",,OSO20A,,,,,,
EBC27,EBC 27,genomic,SRR14743689 NCBI ENA,SRX11078433,SAMN19549125,"AGROSAVIA, Colombia",,OSO20A,,,,,,
EBC29,EBC 29,genomic,SRR14743688 NCBI ENA,SRX11078434,SAMN19549126,"AGROSAVIA, Colombia",,OSO20A,,,,,,
EBC48,EBC 48,genomic,SRR14743687 NCBI ENA,SRX11078435,SAMN19549127,"AGROSAVIA, Colombia",,OSO20A,,,,,,
EBC58,EBC 58,genomic,SRR14743686 NCBI ENA,SRX11078436,SAMN19549128,"AGROSAVIA, Colombia",,OSO20A,,,,,,
EET12,EET 12 [ECU],genomic,SRR14743685 NCBI ENA,SRX11078437,SAMN19549129,"AGROSAVIA, Colombia",,OSO20A,,,,,,
EET184,EET 184 [ECU],genomic,SRR14743684 NCBI ENA,SRX11078438,SAMN19549130,"AGROSAVIA, Colombia",,OSO20A,,,,,,
EET377,EET 377 [ECU],genomic,SRR14743683 NCBI ENA,SRX11078439,SAMN19549131,"AGROSAVIA, Colombia",,OSO20A,,,,,,
EET399,EET 399 [ECU],genomic,SRR14743681 NCBI ENA,SRX11078441,SAMN19549132,"AGROSAVIA, Colombia",,OSO20A,,,,,,
EET400,EET 400 [ECU],genomic,SRR14743680 NCBI ENA,SRX11078442,SAMN19549133,"AGROSAVIA, Colombia",,OSO20A,,,,,,
EET59,EET 59 [ECU],genomic,SRR14743679 NCBI ENA,SRX11078443,SAMN19549134,"AGROSAVIA, Colombia",,OSO20A,,,,,,
EET6,EET 6 [ECU],genomic,SRR14743678 NCBI ENA,SRX11078444,SAMN19549135,"AGROSAVIA, Colombia",,OSO20A,,,,,,
EET61,EET 61 [ECU],genomic,SRR14743677 NCBI ENA,SRX11078445,SAMN19549136,"AGROSAVIA, Colombia",,OSO20A,,,,,,
EET62,EET 62 [ECU],genomic,SRR14743676 NCBI ENA,SRX11078446,SAMN19549137,"AGROSAVIA, Colombia",,OSO20A,,,,,,
EET8,EET 8 [IMP],genomic,SRR14743675 NCBI ENA,SRX11078447,SAMN19549138,"AGROSAVIA, Colombia",,OSO20A,,,,,,
EET9,EET 9 [IMP],genomic,SRR14743674 NCBI ENA,SRX11078448,SAMN19549139,"AGROSAVIA, Colombia",,OSO20A,,,,,,
FCM1,FCM 1,genomic,SRR14743673 NCBI ENA,SRX11078449,SAMN19549140,"AGROSAVIA, Colombia",,OSO20A,,,,,,
FCM11,FCM 11,genomic,SRR14743672 NCBI ENA,SRX11078450,SAMN19549141,"AGROSAVIA, Colombia",,OSO20A,,,,,,
FCM12,FCM 12,genomic,SRR14743670 NCBI ENA,SRX11078452,SAMN19549142,"AGROSAVIA, Colombia",,OSO20A,,,,,,
FCM15,FCM 15,genomic,SRR14743669 NCBI ENA,SRX11078453,SAMN19549143,"AGROSAVIA, Colombia",,OSO20A,,,,,,
FCM17,FCM 17,genomic,SRR14743668 NCBI ENA,SRX11078454,SAMN19549144,"AGROSAVIA, Colombia",,OSO20A,,,,,,
FCM18,FCM 18,genomic,SRR14743667 NCBI ENA,SRX11078455,SAMN19549145,"AGROSAVIA, Colombia",,OSO20A,,,,,,
FCM19,FCM 19,genomic,SRR14743666 NCBI ENA,SRX11078456,SAMN19549146,"AGROSAVIA, Colombia",,OSO20A,,,,,,
FCM20,FCM 20,genomic,SRR14743665 NCBI ENA,SRX11078457,SAMN19549147,"AGROSAVIA, Colombia",,OSO20A,,,,,,
FCM22,FCM 22,genomic,SRR14743664 NCBI ENA,SRX11078458,SAMN19549148,"AGROSAVIA, Colombia",,OSO20A,,,,,,
FCM23,FCM 23,genomic,SRR14743663 NCBI ENA,SRX11078459,SAMN19549149,"AGROSAVIA, Colombia",,OSO20A,,,,,,
FCM26,FCM 26,genomic,SRR14743662 NCBI ENA,SRX11078460,SAMN19549150,"AGROSAVIA, Colombia",,OSO20A,,,,,,
FCM28,FCM 28,genomic,SRR14743661 NCBI ENA,SRX11078461,SAMN19549151,"AGROSAVIA, Colombia",,OSO20A,,,,,,
FCM29,FCM 29,genomic,SRR14743886 NCBI ENA,SRX11078236,SAMN19549152,"AGROSAVIA, Colombia",,OSO20A,,,,,,
FCM3,FCM 3,genomic,SRR14743885 NCBI ENA,SRX11078237,SAMN19549153,"AGROSAVIA, Colombia",,OSO20A,,,,,,
FCM30,FCM 30,genomic,SRR14743884 NCBI ENA,SRX11078238,SAMN19549154,"AGROSAVIA, Colombia",,OSO20A,,,,,,
FCM31,FCM 31,genomic,SRR14743883 NCBI ENA,SRX11078239,SAMN19549155,"AGROSAVIA, Colombia",,OSO20A,,,,,,
FCM33,FCM 33,genomic,SRR14743882 NCBI ENA,SRX11078240,SAMN19549156,"AGROSAVIA, Colombia",,OSO20A,,,,,,
FCM39,FCM 39,genomic,SRR14743881 NCBI ENA,SRX11078241,SAMN19549157,"AGROSAVIA, Colombia",,OSO20A,,,,,,
FCM40,FCM 40,genomic,SRR14743880 NCBI ENA,SRX11078242,SAMN19549158,"AGROSAVIA, Colombia",,OSO20A,,,,,,
FCM5,FCM 5,genomic,SRR14743879 NCBI ENA,SRX11078243,SAMN19549159,"AGROSAVIA, Colombia",,OSO20A,,,,,,
FCM8,FCM 8,genomic,SRR14743878 NCBI ENA,SRX11078244,SAMN19549160,"AGROSAVIA, Colombia",,OSO20A,,,,,,
FCM9,FCM 9,genomic,SRR14743877 NCBI ENA,SRX11078245,SAMN19549161,"AGROSAVIA, Colombia",,OSO20A,,,,,,
GS06,GS 6,genomic,SRR14743875 NCBI ENA,SRX11078247,SAMN19549162,"AGROSAVIA, Colombia",,OSO20A,,,,,,
GS10,GS 10,genomic,SRR14743874 NCBI ENA,SRX11078248,SAMN19549163,"AGROSAVIA, Colombia",,OSO20A,,,,,,
GS29,GS 29,genomic,SRR14743873 NCBI ENA,SRX11078249,SAMN19549164,"AGROSAVIA, Colombia",,OSO20A,,,,,,
ICA070,ICA 70 [COL],genomic,SRR14743872 NCBI ENA,SRX11078250,SAMN19549165,"AGROSAVIA, Colombia",,OSO20A,,,,,,
ICA1,ICA 1,genomic,SRR14743871 NCBI ENA,SRX11078251,SAMN19549166,"AGROSAVIA, Colombia",,OSO20A,,,,,,
ICA10,ICA 10,genomic,SRR14743870 NCBI ENA,SRX11078252,SAMN19549167,"AGROSAVIA, Colombia",,OSO20A,,,,,,
ICA13,ICA 13,genomic,SRR14743869 NCBI ENA,SRX11078253,SAMN19549168,"AGROSAVIA, Colombia",,OSO20A,,,,,,
ICA2,ICA 2,genomic,SRR14743868 NCBI ENA,SRX11078254,SAMN19549169,"AGROSAVIA, Colombia",,OSO20A,,,,,,
ICA212,ICA 212 [COL],genomic,SRR14743867 NCBI ENA,SRX11078255,SAMN19549170,"AGROSAVIA, Colombia",,OSO20A,,,,,,
ICS1,ICS 1,genomic,SRR14743866 NCBI ENA,SRX11078256,SAMN19549171,"AGROSAVIA, Colombia",,OSO20A,,,,,,
ICS39,ICS 39,genomic,SRR14743864 NCBI ENA,SRX11078258,SAMN19549172,"AGROSAVIA, Colombia",,OSO20A,,,,,,
ICS40,ICS 40,genomic,SRR14743863 NCBI ENA,SRX11078259,SAMN19549173,"AGROSAVIA, Colombia",,OSO20A,,,,,,
ICS48,ICS 48,genomic,SRR14743862 NCBI ENA,SRX11078260,SAMN19549174,"AGROSAVIA, Colombia",,OSO20A,,,,,,
ICS6,ICS 6,genomic,SRR14743861 NCBI ENA,SRX11078261,SAMN19549175,"AGROSAVIA, Colombia",,OSO20A,,,,,,
ICS60,ICS 60,genomic,SRR14743860 NCBI ENA,SRX11078262,SAMN19549176,"AGROSAVIA, Colombia",,OSO20A,,,,,,
ICS78,ICS 78,genomic,SRR14743859 NCBI ENA,SRX11078263,SAMN19549177,"AGROSAVIA, Colombia",,OSO20A,,,,,,
ICS95,ICS 95,genomic,SRR14743858 NCBI ENA,SRX11078264,SAMN19549178,"AGROSAVIA, Colombia",,OSO20A,,,,,,
ICS95A,ICS 95 A,genomic,SRR14743857 NCBI ENA,SRX11078265,SAMN19549179,"AGROSAVIA, Colombia",,OSO20A,,,,,,
ICS98,ICS 98,genomic,SRR14743856 NCBI ENA,SRX11078266,SAMN19549180,"AGROSAVIA, Colombia",,OSO20A,,,,,,
IMC60,IMC 60,genomic,SRR14743855 NCBI ENA,SRX11078267,SAMN19549181,"AGROSAVIA, Colombia",,OSO20A,,,,,,
IMC67,IMC 67,genomic,SRR14743853 NCBI ENA,SRX11078269,SAMN19549182,"AGROSAVIA, Colombia",,OSO20A,,,,,,
LOLITA-WALK1,LOLITA-WALK1,genomic,SRR14743852 NCBI ENA,SRX11078270,SAMN19549183,"AGROSAVIA, Colombia",,OSO20A,,,,,,
LUKER40,LUKER 40,genomic,SRR14743851 NCBI ENA,SRX11078271,SAMN19549184,"AGROSAVIA, Colombia",,OSO20A,,,,,,
LUKER50,LUKER 50,genomic,SRR14743850 NCBI ENA,SRX11078272,SAMN19549185,"AGROSAVIA, Colombia",,OSO20A,,,,,,
MON1,MON 1,genomic,SRR14743849 NCBI ENA,SRX11078273,SAMN19549186,"AGROSAVIA, Colombia",,OSO20A,,,,,,
P12,P 12 [POU],genomic,SRR14743848 NCBI ENA,SRX11078274,SAMN19549187,"AGROSAVIA, Colombia",,OSO20A,,,,,,
P18,P 18 [POU],genomic,SRR14743847 NCBI ENA,SRX11078275,SAMN19549188,"AGROSAVIA, Colombia",,OSO20A,,,,,,
P7,P 7 [POU],genomic,SRR14743846 NCBI ENA,SRX11078276,SAMN19549189,"AGROSAVIA, Colombia",,OSO20A,,,,,,
PA121,PA 121 [PER],genomic,SRR14743845 NCBI ENA,SRX11078277,SAMN19549190,"AGROSAVIA, Colombia",,OSO20A,,,,,,
PA150,PA 150 [PER],genomic,SRR14743844 NCBI ENA,SRX11078278,SAMN19549191,"AGROSAVIA, Colombia",,OSO20A,,,,,,
PA35,PA 35 [PER],genomic,SRR14743842 NCBI ENA,SRX11078280,SAMN19549192,"AGROSAVIA, Colombia",,OSO20A,,,,,,
PA46,PA 46 [PER],genomic,SRR14743841 NCBI ENA,SRX11078281,SAMN19549193,"AGROSAVIA, Colombia",,OSO20A,,,,,,
PA67,PA 67 [PER],genomic,SRR14743840 NCBI ENA,SRX11078282,SAMN19549194,"AGROSAVIA, Colombia",,OSO20A,,,,,,
PENTAGONA-VERDE,PENTAGONA /VERDE,genomic,SRR14743839 NCBI ENA,SRX11078283,SAMN19549195,"AGROSAVIA, Colombia",,OSO20A,,,,,,
PERSEA1,PERSEA 1,genomic,SRR14743838 NCBI ENA,SRX11078284,SAMN19549196,"AGROSAVIA, Colombia",,OSO20A,,,,,,
PERSEA2,PERSEA 2,genomic,SRR14743837 NCBI ENA,SRX11078285,SAMN19549197,"AGROSAVIA, Colombia",,OSO20A,,,,,,
POBLACION-HUILA,POBLACION-HUILA,genomic,SRR14743836 NCBI ENA,SRX11078286,SAMN19549198,"AGROSAVIA, Colombia",,OSO20A,,,,,,
POBLACION-TUMACO,POBLACION-TUMACO,genomic,SRR14743835 NCBI ENA,SRX11078287,SAMN19549199,"AGROSAVIA, Colombia",,OSO20A,,,,,,
PUEBLO-BELLO,PUEBLO-BELLO,genomic,SRR14743834 NCBI ENA,SRX11078288,SAMN19549200,"AGROSAVIA, Colombia",,OSO20A,,,,,,
R105,R 105 [MEX],genomic,SRR14743833 NCBI ENA,SRX11078289,SAMN19549201,"AGROSAVIA, Colombia",,OSO20A,,,,,,
R13,R 13 [MEX],genomic,SRR14743831 NCBI ENA,SRX11078291,SAMN19549202,"AGROSAVIA, Colombia",,OSO20A,,,,,,
R2,R 2 [MEX],genomic,SRR14743830 NCBI ENA,SRX11078292,SAMN19549203,"AGROSAVIA, Colombia",,OSO20A,,,,,,
R41,R 41 [MEX],genomic,SRR14743829 NCBI ENA,SRX11078293,SAMN19549204,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SAN-MARTIN,SAN MARTINERO,genomic,SRR14743828 NCBI ENA,SRX11078294,SAMN19549205,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SC1,SC 1 [COL],genomic,SRR14743827 NCBI ENA,SRX11078295,SAMN19549206,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SC11,SC 11 [COL],genomic,SRR14743826 NCBI ENA,SRX11078296,SAMN19549207,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SC14,SC 14 [COL],genomic,SRR14743825 NCBI ENA,SRX11078297,SAMN19549208,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SC24,SC 24 [COL],genomic,SRR14743824 NCBI ENA,SRX11078298,SAMN19549209,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SC32,SC 32 [COL],genomic,SRR14743823 NCBI ENA,SRX11078299,SAMN19549210,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SC34,SC 34 [COL],genomic,SRR14743822 NCBI ENA,SRX11078300,SAMN19549211,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SC38,SC 38 [COL],genomic,SRR14743820 NCBI ENA,SRX11078302,SAMN19549212,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SC41,SC 41 [COL],genomic,SRR14743819 NCBI ENA,SRX11078303,SAMN19549213,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SC45,SC 45 [COL],genomic,SRR14743818 NCBI ENA,SRX11078304,SAMN19549214,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SC49,SC 49 [COL],genomic,SRR14743817 NCBI ENA,SRX11078305,SAMN19549215,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SC5,SC 5 [COL],genomic,SRR14743816 NCBI ENA,SRX11078306,SAMN19549216,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SC51,SC 51 [COL],genomic,SRR14743815 NCBI ENA,SRX11078307,SAMN19549217,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SC56,SC 56 [COL],genomic,SRR14743814 NCBI ENA,SRX11078308,SAMN19549218,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SC6,SC 6 [COL],genomic,SRR14743813 NCBI ENA,SRX11078309,SAMN19549219,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SCA12,SCA 12,genomic,SRR14743812 NCBI ENA,SRX11078310,SAMN19549220,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SCA6,SCA 6,genomic,SRR14743811 NCBI ENA,SRX11078311,SAMN19549221,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SCA9,SCA 9,genomic,SRR14743809 NCBI ENA,SRX11078313,SAMN19549222,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SCC21,SCC 21 [COR],genomic,SRR14743808 NCBI ENA,SRX11078314,SAMN19549223,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SCC61,SCC 61 [COR],genomic,SRR14743807 NCBI ENA,SRX11078315,SAMN19549224,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SCC85,SCC 85 [COR],genomic,SRR14743806 NCBI ENA,SRX11078316,SAMN19549225,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SCC86,SCC 86 [COR],genomic,SRR14743805 NCBI ENA,SRX11078317,SAMN19549226,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SM1,SM 1 [CHA],genomic,SRR14743804 NCBI ENA,SRX11078318,SAMN19549227,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SOPETRAN12,SOPETRAN 12,genomic,SRR14743803 NCBI ENA,SRX11078319,SAMN19549228,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SPA10,SPA 10 [COL],genomic,SRR14743802 NCBI ENA,SRX11078320,SAMN19549229,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SPA12,SPA 12 [COL],genomic,SRR14743801 NCBI ENA,SRX11078321,SAMN19549230,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SPA13,SPA 13 [COL],genomic,SRR14743800 NCBI ENA,SRX11078322,SAMN19549231,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SPA19,SPA 19 [COL],genomic,SRR14743798 NCBI ENA,SRX11078324,SAMN19549232,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SPA5,SPA 5 [COL],genomic,SRR14743797 NCBI ENA,SRX11078325,SAMN19549233,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SPA9,SPA 9 [COL],genomic,SRR14743796 NCBI ENA,SRX11078326,SAMN19549234,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SUI100,SUI 100,genomic,SRR14743795 NCBI ENA,SRX11078327,SAMN19549235,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SUI2,SUI 2,genomic,SRR14743794 NCBI ENA,SRX11078328,SAMN19549236,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SUI39,SUI 39,genomic,SRR14743793 NCBI ENA,SRX11078329,SAMN19549237,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SUI44,SUI 44,genomic,SRR14743792 NCBI ENA,SRX11078330,SAMN19549238,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SUI61,SUI 61,genomic,SRR14743791 NCBI ENA,SRX11078331,SAMN19549239,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SUI69,SUI 69,genomic,SRR14743790 NCBI ENA,SRX11078332,SAMN19549240,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SUI72,SUI 72,genomic,SRR14743789 NCBI ENA,SRX11078333,SAMN19549241,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SUI75,SUI 75,genomic,SRR14743787 NCBI ENA,SRX11078335,SAMN19549242,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SUI83,SUI 83,genomic,SRR14743786 NCBI ENA,SRX11078336,SAMN19549243,"AGROSAVIA, Colombia",,OSO20A,,,,,,
SUI99,SUI 99,genomic,SRR14743785 NCBI ENA,SRX11078337,SAMN19549244,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TCS01,TCS 1,genomic,SRR14743784 NCBI ENA,SRX11078338,SAMN19549245,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TCS06,TCS 6,genomic,SRR14743783 NCBI ENA,SRX11078339,SAMN19549246,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TCS13,TCS 13,genomic,SRR14743782 NCBI ENA,SRX11078340,SAMN19549247,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TCS19,TCS 19,genomic,SRR14743781 NCBI ENA,SRX11078341,SAMN19549248,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TCS22,TCS 22,genomic,SRR14743780 NCBI ENA,SRX11078342,SAMN19549249,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TCS24,TCS 24,genomic,SRR14743779 NCBI ENA,SRX11078343,SAMN19549250,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TCS25,TCS 25,genomic,SRR14743778 NCBI ENA,SRX11078344,SAMN19549251,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TCS26,TCS 26,genomic,SRR14743775 NCBI ENA,SRX11078347,SAMN19549252,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TCS29,TCS 29,genomic,SRR14743774 NCBI ENA,SRX11078348,SAMN19549253,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TCS30,TCS 30,genomic,SRR14743773 NCBI ENA,SRX11078349,SAMN19549254,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TCS31,TCS 31,genomic,SRR14743772 NCBI ENA,SRX11078350,SAMN19549255,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TCS34,TCS 34,genomic,SRR14743771 NCBI ENA,SRX11078351,SAMN19549256,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TCS35,TCS 35,genomic,SRR14743770 NCBI ENA,SRX11078352,SAMN19549257,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TCS36,TCS 36,genomic,SRR14743769 NCBI ENA,SRX11078353,SAMN19549258,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TCS37,TCS 37,genomic,SRR14743768 NCBI ENA,SRX11078354,SAMN19549259,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TCS38,TCS 38,genomic,SRR14743767 NCBI ENA,SRX11078355,SAMN19549260,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TCS39,TCS 39,genomic,SRR14743766 NCBI ENA,SRX11078356,SAMN19549261,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TO5,TO 5,genomic,SRR14743764 NCBI ENA,SRX11078358,SAMN19549262,"AGROSAVIA, Colombia",,OSO20A,,,,,,
Trinidad and Tobago: Trinidad,Trinidad,genomic,SRR14743763 NCBI ENA,SRX11078359,SAMN19549263,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TSA141,TSA 141,genomic,SRR14743762 NCBI ENA,SRX11078360,SAMN19549264,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TSA644,TSA 644,genomic,SRR14743761 NCBI ENA,SRX11078361,SAMN19549265,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TSH565,TSH 565,genomic,SRR14743760 NCBI ENA,SRX11078362,SAMN19549266,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TSH660,TSH 660,genomic,SRR14743759 NCBI ENA,SRX11078363,SAMN19549267,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TSH792,TSH 792,genomic,SRR14743758 NCBI ENA,SRX11078364,SAMN19549268,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TSH812,TSH 812,genomic,SRR14743757 NCBI ENA,SRX11078365,SAMN19549269,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TUMACO,TUMACO,genomic,SRR14743756 NCBI ENA,SRX11078366,SAMN19549270,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TUMACO2,TUMACO 2,genomic,SRR14743755 NCBI ENA,SRX11078367,SAMN19549271,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TUMACO3,TUMACO 3,genomic,SRR14743753 NCBI ENA,SRX11078369,SAMN19549272,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TUMACO5,TUMACO 5,genomic,SRR14743752 NCBI ENA,SRX11078370,SAMN19549273,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TUMACO6,TUMACO 6,genomic,SRR14743751 NCBI ENA,SRX11078371,SAMN19549274,"AGROSAVIA, Colombia",,OSO20A,,,,,,
TUMACO7,TUMACO 7,genomic,SRR14743750 NCBI ENA,SRX11078372,SAMN19549275,"AGROSAVIA, Colombia",,OSO20A,,,,,,
UF273,UF 273,genomic,SRR14743749 NCBI ENA,SRX11078373,SAMN19549276,"AGROSAVIA, Colombia",,OSO20A,,,,,,
UF29,UF 29,genomic,SRR14743748 NCBI ENA,SRX11078374,SAMN19549277,"AGROSAVIA, Colombia",,OSO20A,,,,,,
UF667,UF 667,genomic,SRR14743747 NCBI ENA,SRX11078375,SAMN19549278,"AGROSAVIA, Colombia",,OSO20A,,,,,,
UF676,UF 676,genomic,SRR14743746 NCBI ENA,SRX11078376,SAMN19549279,"AGROSAVIA, Colombia",,OSO20A,,,,,,
UF700,UF 700,genomic,SRR14743745 NCBI ENA,SRX11078377,SAMN19549280,"AGROSAVIA, Colombia",,OSO20A,,,,,,
CCN51,CCN 51,transcriptomic,SRR17587548 NCBI ENA,SRX13756429,SAMN23610948,"USDA-ARS, Beltsville, USA",,BAR22A,,,,,Control,
CCN51,CCN 51,transcriptomic,SRR17587547 NCBI ENA,SRX13756430,SAMN23610949,"USDA-ARS, Beltsville, USA",,BAR22A,,,,,Control,
CCN51,CCN 51,transcriptomic,SRR17587546 NCBI ENA,SRX13756431,SAMN23610950,"USDA-ARS, Beltsville, USA",,BAR22A,,,,,Control,
CCN51,CCN 51,transcriptomic,SRR17587545 NCBI ENA,SRX13756432,SAMN23610951,"USDA-ARS, Beltsville, USA",,BAR22A,,,,,Treated (inoculated with Black Pod),
CCN51,CCN 51,transcriptomic,SRR17587555 NCBI ENA,SRX13756422,SAMN23610952,"USDA-ARS, Beltsville, USA",,BAR22A,,,,,Treated (inoculated with Black Pod),
CCN51,CCN 51,transcriptomic,SRR17587554 NCBI ENA,SRX13756423,SAMN23610953,"USDA-ARS, Beltsville, USA",,BAR22A,,,,,Treated (inoculated with Black Pod),
ICS1,ICS 1,transcriptomic,SRR17587553 NCBI ENA,SRX13756424,SAMN23610954,"USDA-ARS, Beltsville, USA",,BAR22A,,,,,Control,
