Clone name,Shape,Rugosity,Husk thickness,Length,Breadth,Colour,Weight,Length breadth ratio,Refcode,Basal constriction,Apex form,Furrow depth,Ridge desc,Hardness,Husk weight,Size,Notes,Furrow desc,Info,Pods per tree,Accession
EET 399 [ECU],,intense,7.05 mm (9.3 - 4.8),198.0,82.0,absent anthocyanin,472.0,2.41,ENG81A,moderate,slightly acute,intermediate - deep,,soft,,,Accession TUR10289,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.53,3,
EET 400 [ECU],,moderate,7.6 mm (9.7 - 5.5),161.0,76.0,absent anthocyanin,409.0,2.11,ENG81A,slight,slightly acute,intermediate,,moderate,,,Accession TUR10290,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.78,5,
EET 41 [ECU],,very slight,8.3 mm (10 - 6.6),146.0,83.0,absent anthocyanin,425.0,1.75,ENG81A,slight,obtuse,imperceptible - superficial,,hard,,,Accession TUR10262,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.86,2,
EET 45 [ECU],,moderate,-,-,-,absent anthocyanin,-,-,ENG81A,absent,slightly acute - acute,intermediate,,-,,,Accession TUR10263,,-,3,
EET 48 [ECU],,slight - moderate,11.8 mm (14.7 - 8.9),189.0,91.0,absent anthocyanin,655.0,2.07,ENG81A,moderate,slightly acute,superficial - intermediate,,moderate,,,Accession TUR10264,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.67,5,
EET 53 [ECU],,moderate,12.4 mm (15.1 - 9.7),195.0,95.0,absent anthocyanin,692.0,2.05,ENG81A,very slight,obtuse - slightly acute,intermediate - deep,,hard,,,Accession TUR10265,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.67,6,
EET 59 [ECU],,moderate,12.2 mm (15.3 - 9.1),171.0,85.0,absent anthocyanin,522.0,2.01,ENG81A,very slight,slightly acute,intermediate - deep,,soft,,,Accession TUR10266,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.68,7,
EET 62 [ECU],,slight - moderate,11.35 mm (14.2 - 8.5),175.0,95.0,absent anthocyanin,608.0,1.84,ENG81A,moderate - slight,slightly acute,intermediate,,hard,,,Accession TUR10267,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.68,3,
EET 64 [ECU],,moderate,11.95 mm (14.9 - 9),213.0,94.0,absent anthocyanin,786.0,2.26,ENG81A,slight,slightly acute,intermediate - deep,,hard,,,Accession TUR10268,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.67,3,
EET 67 [ECU],,moderate,11 mm (13.3 - 8.7),167.0,79.0,absent anthocyanin,516.0,2.11,ENG81A,slight,slightly acute,intermediate,,moderate,,,Accession TUR10269,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.63,5,
EET 75 [ECU],,slight,12.9 mm (17.2 - 8.6),154.0,91.0,moderate / absent anthocyanin (ridge/furrow),568.0,1.69,ENG81A,absent,slightly obtuse,deep,,soft,,,Accession TUR10270,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.53,7,
EET 80 [ECU],,moderate,11.55 mm (14.3 - 8.8),168.0,91.0,absent anthocyanin,565.0,1.84,ENG81A,absent,slightly acute,superficial - intermediate,,soft,,,Accession TUR10271,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.56,7,
EET 94 [ECU],,slight,12.4 mm (15 - 9.8),208.0,97.0,absent anthocyanin,716.0,2.14,ENG81A,very slight,slightly acute,intermediate,,hard,,,Accession TUR10272,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.62,4,
EET 95 [ECU],,moderate,11.15 mm (13.9 - 8.4),189.0,92.0,absent anthocyanin,690.0,2.05,ENG81A,very slight,slightly acute,intermediate - deep,,moderate,,,Accession TUR10273,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.66,7,
EET 96 [ECU],,slight,-,-,-,absent anthocyanin,-,-,ENG81A,very slight,slightly acute,intermediate - deep,,-,,,Accession TUR10274,,-,2,
G 23 [GET],,slight,-,-,-,absent anthocyanin,-,-,ENG81A,moderate - slight,slightly acute,superficial,,-,,,Accession TUR10292,,-,-,
G 8 [GET],,slight,12.05 mm (15.1 - 9),166.0,104.0,high / moderate anthocyanin (ridge/furrow),681.0,1.59,ENG81A,absent,obtuse,intermediate,,moderate,,,Accession TUR10291,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.64,2,
GA 11 [HAI],,very slight,8.95 mm (11.4 - 6.5),161.0,79.0,high / negligible - slight anthocyanin (ridge/furrow),438.0,2.03,ENG81A,absent,obtuse - slightly acute,intermediate,,moderate,,,Accession TUR10293,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.79,5,
GS 29,,moderate,11.8 mm (14.3 - 9.3),196.0,93.0,high - intense / high anthocyanin (ridge/furrow),652.0,2.10,ENG81A,absent,slightly acute,intermediate - deep,,moderate,,,Accession TUR10296,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.74,5,
GS 29,,moderate,-,-,-,absent anthocyanin,-,-,ENG81A,moderate - slight,slightly acute - acute,intermediate,,-,,,Accession TUR10295,,-,3,
GS 36,,moderate,14.15 mm (17 - 11.3),237.0,105.0,high - intense / moderate - high anthocyanin (ridge/furrow),1062.0,2.25,ENG81A,very slight,acute,intermediate,,moderate,,,Accession TUR10297,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.65,5,
GS 78,,very slight,-,-,-,absent anthocyanin,-,-,ENG81A,absent,obtuse - slightly acute,imperceptible - superficial,,-,,,Accession TUR10298,,-,1,
ICS 1,,slight,10.3 mm (12.5 - 8.1),193.0,94.0,moderate / slight anthocyanin (ridge/furrow),648.0,2.05,ENG81A,absent,slightly acute,superficial - intermediate,,soft,,,Accession TUR10309,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.59,4,
ICS 100,,slight,10.9 mm (13.3 - 8.5),167.0,86.0,absent anthocyanin,530.0,1.94,ENG81A,absent,acute,superficial - intermediate,,moderate,,,Accession TUR10337,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.71,5,
ICS 117,,slight,10.35 mm (12.5 - 8.2),194.0,91.0,moderate / slight anthocyanin (ridge/furrow),638.0,2.13,ENG81A,very slight,slightly acute,superficial,,soft,,,Accession TUR10329,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.72,4,
ICS 133,,moderate,10.15 mm (12.2 - 8.1),212.0,87.0,absent anthocyanin,582.0,2.43,ENG81A,moderate,attenuate,intermediate - deep,,moderate,,,Accession TUR10338,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.72,3,
ICS 135,,moderate,-,-,-,absent anthocyanin,-,-,ENG81A,absent,slightly acute,superficial,,-,,,Accession TUR10332,,-,-,
ICS 137,,moderate,11.85 mm (14.5 - 9.2),235.0,93.0,moderate / negligible - slight anthocyanin (ridge/furrow),790.0,2.52,ENG81A,slight,acute,superficial - intermediate,,moderate,,,Accession TUR10333,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.68,3,
ICS 138,,intense,-,-,-,absent anthocyanin,-,-,ENG81A,slight,acute - attenuate,intermediate,,-,,,Accession TUR10330,,-,-,
ICS 16,,slight,14.6 mm (17.5 - 11.7),179.0,105.0,high - intense / high anthocyanin (ridge/furrow),863.0,1.70,ENG81A,absent,obtuse,imperceptible - superficial,,moderate,,,Accession TUR10313,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.76,4,
ICS 39,,moderate,10.3 mm (12.7 - 7.9),178.0,94.0,absent anthocyanin,595.0,1.89,ENG81A,slight,slightly acute,intermediate,,moderate,,,Accession TUR10315,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.71,7,
ICS 40,,moderate,11 mm (13.4 - 8.6),217.0,92.0,absent anthocyanin,733.0,2.35,ENG81A,slight,attenuate,intermediate,,moderate,,,Accession TUR10316,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.67,3,
ICS 40,,smooth,8.9 mm (10.5 - 7.3),126.0,93.0,absent anthocyanin,493.0,1.35,ENG81A,absent,slightly obtuse,imperceptible - superficial,,moderate,,,Accession TUR10321,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.80,7,
ICS 43,,slight,8.85 mm (10.9 - 6.8),177.0,77.0,moderate / slight - moderate anthocyanin (ridge/furrow),505.0,2.29,ENG81A,slight,slightly acute,superficial,,soft,,,Accession TUR10317,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.71,4,
ICS 44,,moderate,11.2 mm (13.8 - 8.6),187.0,93.0,high / moderate anthocyanin (ridge/furrow),739.0,2.01,ENG81A,very slight,slightly acute,superficial - intermediate,,moderate,,,Accession TUR10318,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.74,5,
ICS 45,,slight,-,-,-,absent anthocyanin,-,-,ENG81A,moderate - slight,obtuse,imperceptible - superficial,,-,,,Accession TUR10319,,-,3,
ICS 46,,slight,-,-,-,slight / absent anthocyanin (ridge/furrow),-,-,ENG81A,absent,acute,superficial - intermediate,,-,,,Accession TUR10320,,-,3,
ICS 47,,intense,-,-,-,absent anthocyanin,-,-,ENG81A,very slight,acute,intermediate - deep,,-,,,Accession TUR10322,,-,-,
ICS 53,,moderate,10.3 mm (13.1 - 7.5),180.0,85.0,moderate / slight - moderate anthocyanin (ridge/furrow),534.0,2.11,ENG81A,very slight,slightly acute - acute,superficial - intermediate,,soft,,,Accession TUR10323,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.86,3,
ICS 6,,slight,11.95 mm (14.8 - 9.1),199.0,98.0,absent anthocyanin,816.0,2.03,ENG81A,very slight,slightly acute,superficial - intermediate,,hard,,,Accession TUR10311,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.84,2,
ICS 60,,slight,9.9 mm (12.4 - 7.4),206.0,85.0,absent anthocyanin,602.0,2.42,ENG81A,very slight,acute,intermediate,,soft,,,Accession TUR10325,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.79,3,
ICS 8,,slight,-,-,-,absent anthocyanin,-,-,ENG81A,absent,obtuse - slightly acute,superficial,,-,,,Accession TUR10312,,-,1,
ICS 84,,slight,-,-,-,absent anthocyanin,-,-,ENG81A,absent,slightly acute,intermediate,,-,,,Accession TUR10327,,-,-,
ICS 89,,slight - moderate,13.2 mm (16.3 - 10.1),183.0,95.0,absent anthocyanin,727.0,1.92,ENG81A,very slight,obtuse - slightly acute,intermediate,,soft,,,Accession TUR10326,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.82,6,
ICS 91,,moderate,-,-,-,moderate / absent anthocyanin (ridge/furrow),-,-,ENG81A,absent,acute,intermediate,,-,,,Accession TUR10328,,-,1,
ICS 95,,moderate,8.6 mm (10.6 - 6.6),177.0,74.0,high / moderate anthocyanin (ridge/furrow),419.0,2.39,ENG81A,absent,acute,intermediate,,soft,,,Accession TUR10335,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.62,6,
ICS 98,,slight,-,-,-,absent anthocyanin,-,-,ENG81A,very slight,slightly acute,superficial,,-,,,Accession TUR10336,,-,-,
IMC 60,,very slight,10.95 mm (12.6 - 9.3),168.0,91.0,absent anthocyanin,639.0,1.84,ENG81A,absent,slightly obtuse - obtuse,imperceptible - superficial,,soft,,,Accession TUR10339,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.49,3,
IMC 67,,slight,10.3 mm (12 - 8.6),197.0,93.0,absent anthocyanin,735.0,2.11,ENG81A,very slight,slightly acute,superficial,,hard,,,Accession TUR10341,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.71,5,
IMC 67,,moderate,-,-,-,absent anthocyanin,-,-,ENG81A,absent,slightly acute,superficial,,-,,,Accession TUR10340,,-,3,
IQ 1 [BRA],,slight,-,-,-,absent anthocyanin,-,-,ENG81A,moderate,slightly acute,intermediate,,-,,,Accession TUR10342,,-,-,
JACA,,slight,9.45 mm (11.6 - 7.3),138.0,79.0,absent anthocyanin,375.0,1.74,ENG81A,very slight,obtuse - slightly acute,superficial - intermediate,,hard,,,Accession TUR10343,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.93,2,
LA ESMIDA AMARILLO,,moderate,10.95 mm (14.1 - 7.8),171.0,95.0,high - intense / absent anthocyanin (ridge/furrow),715.0,1.80,ENG81A,absent,obtuse,superficial - intermediate,,moderate,,,Accession TUR10345,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.61,2,
La Esmida Roja,,-,11.85 mm (14.8 - 8.9),208.0,83.0,high - intense / high anthocyanin (ridge/furrow),668.0,2.50,ENG81A,moderate,attenuate,-,,moderate,,,Accession TUR10346,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.11,1,
LAFI 7,,slight,-,-,-,absent anthocyanin,-,-,ENG81A,moderate - slight,obtuse - slightly acute,superficial,,-,,,Accession TUR10347,,-,-,
LARANJA,,smooth - very slight,-,69.0,74.0,absent anthocyanin,208.0,0.93,ENG81A,absent,rounded,imperceptible,,soft,,,Accession TUR10344,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.92,7,
LF 1,,slight,-,-,-,absent anthocyanin,-,-,ENG81A,very slight,slightly acute,superficial,,-,,,Accession TUR10348,,-,-,
MA 12 [BRA],,very slight,7.9 mm (9.5 - 6.3),171.0,77.0,absent anthocyanin,427.0,2.22,ENG81A,moderate,slightly acute,imperceptible - superficial,,hard,,,Accession TUR10351,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.78,6,
MA 13 [BRA],,very slight,7.7 mm (9.2 - 6.2),142.0,79.0,absent anthocyanin,370.0,1.79,ENG81A,moderate,obtuse,imperceptible - superficial,,hard,,,Accession TUR10352,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.80,7,
MATINA,,slight,9.55 mm (12 - 7.1),148.0,93.0,absent anthocyanin,579.0,1.59,ENG81A,very slight,obtuse,intermediate,,hard,,,Accession TUR10353,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.78,1,
MEXICO 12,,smooth,-,-,-,absent anthocyanin,-,-,ENG81A,moderate,slightly acute - acute,imperceptible - superficial,,-,,,Accession TUR10362,,-,-,
MEXICO 5,,smooth - very slight,-,-,-,absent anthocyanin,-,-,ENG81A,absent,slightly acute - acute,imperceptible - superficial,,-,,,Accession TUR10357,,-,-,
MOCORONGO,,very slight,7.4 mm (9.1 - 5.7),153.0,84.0,negligible / absent anthocyanin (ridge/furrow),447.0,1.82,ENG81A,slight,obtuse,imperceptible - superficial,,hard,,,Accession TUR10368,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.69,7,
NA 34,,moderate,10.1 mm (12.4 - 7.8),164.0,84.0,absent anthocyanin,449.0,1.95,ENG81A,very slight,slightly acute,intermediate,,moderate,,,Accession TUR10372,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.62,7,
OC 77 [VEN],,moderate,13 mm (15.6 - 10.4),212.0,99.0,high / moderate anthocyanin (ridge/furrow),913.0,2.14,ENG81A,absent,slightly acute,superficial,,moderate,,,Accession TUR10374,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.73,4,
P 10 [MEX],,intense,11.2 mm (14.2 - 8.2),234.0,87.0,absent anthocyanin,781.0,2.68,ENG81A,very slight,acute - attenuate,intermediate,,soft,,,Accession TUR10376,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.69,7,
P 19 [MEX],,moderate,8.85 mm (10.7 - 7),176.0,76.0,absent anthocyanin,439.0,2.31,ENG81A,moderate - slight,slightly acute,superficial - intermediate,,hard,,,Accession TUR10382,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.74,3,
P 22 [UNK],,moderate - intense,-,-,-,absent anthocyanin,-,-,ENG81A,moderate,acute,superficial - intermediate,,-,,,Accession TUR10384,,-,-,
P 43 [MEX],,moderate,-,-,-,absent anthocyanin,-,-,ENG81A,very slight,slightly acute - acute,deep,,-,,,Accession TUR10386,,-,1,
P 8 [UNK],,moderate,-,-,-,negligible - slight / negligible anthocyanin (ridge/furrow),-,-,ENG81A,absent,slightly acute - acute,superficial,,-,,,Accession TUR10375,,-,-,
PA 121 [PER],,slight,7.25 mm (9.2 - 5.3),151.0,82.0,absent anthocyanin,389.0,1.84,ENG81A,very slight,obtuse,intermediate,,moderate,,,Accession TUR10391,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.81,5,
PA 121 [PER],,moderate,7 mm (8.5 - 5.5),174.0,82.0,absent anthocyanin,427.0,2.12,ENG81A,very slight,slightly acute,superficial - intermediate,,soft,,,Accession TUR10392,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.77,7,
PA 13 [PER],,intense,9.9 mm (12.4 - 7.4),190.0,84.0,absent anthocyanin,550.0,2.26,ENG81A,moderate,acute,intermediate,,moderate,,,Accession TUR10387,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.61,5,
PA 16 [PER],,very slight,9.05 mm (10.3 - 7.8),168.0,81.0,absent anthocyanin,441.0,2.07,ENG81A,slight,obtuse - slightly acute,imperceptible,,hard,,,Accession TUR10388,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.91,5,
PA 16 [PER],,very slight,8.4 mm (10 - 6.8),157.0,81.0,absent anthocyanin,408.0,1.93,ENG81A,moderate - slight,slightly acute - acute,imperceptible - superficial,,moderate,,,Accession TUR10389,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.53,6,
PA 169 [PER],,smooth - very slight,9.25 mm (10.9 - 7.6),159.0,81.0,absent anthocyanin,474.0,1.96,ENG81A,slight,slightly acute,imperceptible - superficial,,soft,,,Accession TUR10393,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.78,5,
PA 81 [PER],,very slight,9.1 mm (10.8 - 7.4),174.0,79.0,absent anthocyanin,468.0,2.20,ENG81A,slight,slightly acute,imperceptible - superficial,,moderate,,,Accession TUR10390,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.81,3,
PARA [BRA],,smooth - very slight,-,-,-,absent anthocyanin,-,-,ENG81A,moderate - slight,obtuse,imperceptible,,-,,,Accession TUR10394,,-,-,
PORCELANA 3,,intense,11 mm (14.6 - 7.4),204.0,78.0,absent anthocyanin,604.0,2.61,ENG81A,very slight,acute,deep,,soft,,,Accession TUR10397,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.66,2,
POUND 12,,slight,9.6 mm (11.7 - 7.5),169.0,84.0,absent anthocyanin,504.0,2.01,ENG81A,very slight,obtuse,superficial,,moderate,,,Accession TUR10400,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.68,3,
POUND 12,,moderate,10.15 mm (12.2 - 8.1),170.0,86.0,absent anthocyanin,555.0,1.97,ENG81A,very slight,obtuse,superficial - intermediate,,moderate,,,Accession TUR10401,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.74,7,
POUND 12,,slight - moderate,-,-,-,absent anthocyanin,-,-,ENG81A,moderate - slight,obtuse,superficial - intermediate,,-,,,Accession TUR10378,,-,2,
POUND 15,,slight,7.95 mm (9.5 - 6.4),131.0,77.0,absent anthocyanin,432.0,1.70,ENG81A,moderate,slightly acute,superficial - intermediate,,moderate,,,Accession TUR10379,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.56,5,
POUND 16,,slight,8.8 mm (10.2 - 7.4),170.0,81.0,absent anthocyanin,476.0,2.09,ENG81A,very slight,acute,imperceptible - superficial,,moderate,,,Accession TUR10380,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.71,5,
POUND 19,,slight,7.55 mm (9.6 - 5.5),148.0,78.0,absent anthocyanin,308.0,1.89,ENG81A,very slight,slightly acute,intermediate,,soft,,,Accession TUR10381,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.78,7,
POUND 20,,moderate,9.45 mm (11.4 - 7.5),157.0,85.0,absent anthocyanin,508.0,1.84,ENG81A,moderate,obtuse,superficial - intermediate,,hard,,,Accession TUR10383,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.73,5,
POUND 23,,slight,7.55 mm (9.3 - 5.8),142.0,79.0,absent anthocyanin,366.0,1.79,ENG81A,slight,obtuse,intermediate,,moderate,,,Accession TUR10385,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.89,7,
POUND 7,,slight,9.4 mm (11.5 - 7.3),151.0,76.0,absent anthocyanin,418.0,1.98,ENG81A,absent,obtuse,superficial - intermediate,,hard,,,Accession TUR10398,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.70,6,
POUND 7,,slight,10.45 mm (12.9 - 8),185.0,92.0,absent anthocyanin,723.0,2.01,ENG81A,absent,obtuse - slightly acute,superficial,,hard,,,Accession TUR10399,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.63,6,
PV 4 [CRI],,slight,10.55 mm (12.9 - 8.2),213.0,91.0,absent anthocyanin,758.0,2.34,ENG81A,moderate - slight,slightly acute,superficial,,moderate,,,Accession TUR10407,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.70,1,
RB 29 [BRA],,smooth - very slight,-,-,-,absent anthocyanin,-,-,ENG81A,slight,obtuse,superficial,,-,,,Accession TUR10446,,-,1,
RB 37 [BRA],,slight,9.35 mm (11.3 - 7.4),151.0,89.0,absent anthocyanin,514.0,1.69,ENG81A,very slight,obtuse - slightly acute,superficial - intermediate,,hard,,,Accession TUR10447,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.65,5,
RB 39 [BRA],,slight,9.3 mm (11.4 - 7.2),158.0,85.0,absent anthocyanin,454.0,1.85,ENG81A,very slight,obtuse,superficial,,moderate,,,Accession TUR10448,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.80,1,
RB 41 [BRA],,moderate,7.8 mm (10.3 - 5.3),168.0,72.0,absent anthocyanin,326.0,2.33,ENG81A,very slight,slightly acute,superficial - intermediate,,moderate,,,Accession TUR10450,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.71,7,
RB 46 [BRA],,moderate,7.65 mm (9.9 - 5.4),159.0,73.0,absent anthocyanin,312.0,2.17,ENG81A,absent,slightly acute,superficial - intermediate,,moderate,,,Accession TUR10452,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.72,6,
RB 47 [BRA],,slight,-,-,-,absent anthocyanin,-,-,ENG81A,slight,slightly acute,imperceptible - superficial,,-,,,Accession TUR10453,,-,-,
RB 49 [BRA],,slight,-,-,-,absent anthocyanin,-,-,ENG81A,absent,slightly acute,superficial,,-,,,Accession TUR10454,,-,1,
RIM 10 [MEX],,moderate,11.35 mm (14.1 - 8.6),231.0,93.0,absent anthocyanin,793.0,2.48,ENG81A,moderate,acute,intermediate,,moderate,,,Accession TUR10419,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.69,5,
RIM 100 [MEX],,moderate,-,-,-,moderate / slight anthocyanin (ridge/furrow),-,-,ENG81A,slight,slightly acute - acute,superficial,,-,,,Accession TUR10439,,-,-,
RIM 101 [MEX],,moderate,-,-,-,moderate / slight - moderate anthocyanin (ridge/furrow),-,-,ENG81A,very slight,acute,intermediate,,-,,,Accession TUR10440,,-,-,
RIM 105 [MEX],,moderate,10.8 mm (13.1 - 8.5),196.0,85.0,absent anthocyanin,603.0,2.30,ENG81A,very slight,acute,intermediate,,-,,,Accession TUR10441,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.74,4,
RIM 106 [MEX],,slight - moderate,-,-,-,absent anthocyanin,-,-,ENG81A,slight,acute,superficial,,-,,,Accession TUR10442,,-,5,
RIM 113 [MEX],,moderate,10.6 mm (13.3 - 7.9),233.0,87.0,absent anthocyanin,750.0,2.67,ENG81A,slight,acute,superficial,,moderate,,,Accession TUR10443,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.71,3,
RIM 117 [MEX],,moderate,11.45 mm (14.1 - 8.8),212.0,90.0,high / slight anthocyanin (ridge/furrow),729.0,2.35,ENG81A,absent,slightly acute - acute,superficial,,-,,,Accession TUR10444,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.70,5,
RIM 13 [MEX],,moderate,9.9 mm (12.6 - 7.2),221.0,84.0,absent anthocyanin,598.0,2.63,ENG81A,slight,acute,superficial,,hard,,,Accession TUR10420,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.67,7,
RIM 15 [MEX],,moderate,9.05 mm (11.8 - 6.3),214.0,79.0,absent anthocyanin,525.0,2.70,ENG81A,moderate,acute - attenuate,superficial,,moderate,,,Accession TUR10421,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.79,4,
RIM 189 [MEX],,intense,9.4 mm (11.9 - 6.9),195.0,84.0,absent anthocyanin,521.0,2.32,ENG81A,strong,acute - attenuate,intermediate,,moderate,,,Accession TUR10585,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.74,5,
RIM 19 [MEX],,intense,10.6 mm (13.3 - 7.9),221.0,81.0,absent anthocyanin,599.0,2.72,ENG81A,slight,acute - attenuate,superficial,,moderate,,,Accession TUR10422,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.68,3,
RIM 2 [MEX],,moderate,10.1 mm (12.3 - 7.9),200.0,86.0,absent anthocyanin,569.0,2.32,ENG81A,absent,slightly acute,superficial,,moderate,,,Accession TUR10415,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.78,6,
RIM 21 [MEX],,moderate,-,-,-,absent anthocyanin,-,-,ENG81A,very slight,acute,superficial - intermediate,,-,,,Accession TUR10423,,-,-,
RIM 23 [MEX],,moderate,-,-,-,slight / negligible anthocyanin (ridge/furrow),-,-,ENG81A,very slight,acute,superficial,,-,,,Accession TUR10424,,-,-,
RIM 24 [MEX],,slight - moderate,-,-,-,absent anthocyanin,-,-,ENG81A,slight,acute,superficial,,-,,,Accession TUR10425,,-,-,
RIM 39 [MEX],,moderate,-,-,-,slight / negligible - slight anthocyanin (ridge/furrow),-,-,ENG81A,slight,acute,superficial,,-,,,Accession TUR10427,,-,-,
RIM 41 [MEX],,moderate,-,-,-,absent anthocyanin,-,-,ENG81A,slight,acute,superficial,,-,,,Accession TUR10428,,-,-,
RIM 43 [MEX],,moderate,-,-,-,absent anthocyanin,-,-,ENG81A,slight,acute,superficial,,-,,,Accession TUR10429,,-,-,
RIM 44 [MEX],,slight,-,-,-,absent anthocyanin,-,-,ENG81A,absent,slightly acute,superficial,,-,,,Accession TUR10430,,-,-,
RIM 48 [MEX],,moderate,-,-,-,moderate / absent anthocyanin (ridge/furrow),-,-,ENG81A,moderate - slight,acute,superficial,,-,,,Accession TUR10431,,-,-,
RIM 52 [MEX],,moderate,-,-,-,absent anthocyanin,-,-,ENG81A,slight,slightly acute - acute,superficial - intermediate,,-,,,Accession TUR10432,,-,-,
RIM 56 [MEX],,moderate,-,-,-,absent anthocyanin,-,-,ENG81A,slight,slightly acute - acute,superficial - intermediate,,-,,,Accession TUR10433,,-,-,
RIM 6 [MEX],,slight - moderate,-,-,-,moderate / negligible - slight anthocyanin (ridge/furrow),-,-,ENG81A,slight,acute,superficial - intermediate,,-,,,Accession TUR10416,,-,-,
RIM 68 [MEX],,slight,-,-,-,absent anthocyanin,-,-,ENG81A,slight,obtuse,superficial,,-,,,Accession TUR10434,,-,-,
RIM 71 [MEX],,slight - moderate,10.55 mm (13 - 8.1),206.0,86.0,negligible / absent anthocyanin (ridge/furrow),625.0,2.39,ENG81A,absent,slightly acute - acute,superficial,,hard,,,Accession TUR10435,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.77,4,
RIM 75 [MEX],,intense,10.9 mm (13.8 - 8),238.0,90.0,absent anthocyanin,776.0,2.64,ENG81A,very slight,attenuate,intermediate - deep,,moderate,,,Accession TUR10436,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.71,5,
